Source,Source_Year,Study,Control_ID,Study_Year_Initial,Study_Year_Final,Duration_Years,Collection_Periods,Continent,Country,Site_Name,Latitude,Longitude,Location_Uncertainty,Phylum,Class,Order,Family,Feeding_Guild,Aggregated_Study,Soil_Fauna,Soil_Depth,Pest,Nitrogen_Deposited,Nitrogen_Added,N_Added_Deposited,Fertilizer_Type,Plot_Size,Treatment_Mean,Treatment_N,Treatment_SD,Treatment_SE,Control_Mean,Control_N,Control_SD,Control_SE,SD_Estimated,Sampling_Method,Unit_Measurement,Treatment_ScalingConstant,Control_ScalingConstant,Biome,Vegetation_Type,Land_Use_Described,MAT,MAP,pH,P,K,Checked,Finished,Reviewer,Study_Quality_1,Study_Quality_2,Study_Quality_3,Study_Quality_Total,Data_Retrieved_From,Notes,
Paler_et_al_2021,2021,93,93q,2012,2013,2,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Latridiidae ,Unknown,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0,10,0,NA,0,10,0,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year2, Latridiidae ",
Paler_et_al_2021,2021,93,93q,2012,2013,2,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Latridiidae ,Unknown,NO,NO,NA,NO,NA,100,Added,CAN,1.11,0.1,10,0.316227766,NA,0,10,0,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year2, Latridiidae ",
Paler_et_al_2021,2021,94,94q,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Latridiidae ,Unknown,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0,10,0,NA,0,10,0,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, Open, Year3, Latridiidae ",
Paler_et_al_2021,2021,94,94q,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Latridiidae ,Unknown,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0.1,10,0.316227766,NA,0,10,0,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, Open, Year3, Latridiidae ",
Paler_et_al_2021,2021,95,95q,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Latridiidae ,Unknown,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0,10,0,NA,0,10,0,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year3, Latridiidae ",
Paler_et_al_2021,2021,95,95q,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Latridiidae ,Unknown,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0.3,10,0.483045892,NA,0,10,0,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year3, Latridiidae ",
Paler_et_al_2021,2021,96,96q,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Latridiidae ,Unknown,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0,10,0,NA,0,10,0,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, Open, Year4, Latridiidae ",
Paler_et_al_2021,2021,96,96q,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Latridiidae ,Unknown,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0.2,10,0.421637021,NA,0,10,0,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, Open, Year4, Latridiidae ",
Paler_et_al_2021,2021,97,97q,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Latridiidae ,Unknown,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.4,10,0.516397779,NA,0.4,10,0.516397779,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year4, Latridiidae ",
Paler_et_al_2021,2021,97,97q,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Latridiidae ,Unknown,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0.6,10,0.516397779,NA,0.4,10,0.516397779,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year4, Latridiidae ",
Paler_et_al_2021,2021,98,98q,2012,2012,1,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Latridiidae ,Unknown,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0,10,0,NA,0,10,0,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, Open, Year1, Latridiidae ",
Paler_et_al_2021,2021,98,98q,2012,2012,1,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Latridiidae ,Unknown,NO,NO,NA,NO,NA,100,Added,CAN,1.11,0.1,10,0.316227766,NA,0,10,0,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, Open, Year1, Latridiidae ",
Paler_et_al_2021,2021,99,99q,2012,2012,1,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Latridiidae ,Unknown,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.1,10,0.316227766,NA,0.1,10,0.316227766,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, OTC, Year1, Latridiidae ",
Paler_et_al_2021,2021,99,99q,2012,2012,1,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Latridiidae ,Unknown,NO,NO,NA,NO,NA,100,Added,CAN,1.11,0,10,0,NA,0.1,10,0.316227766,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, OTC, Year1, Latridiidae ",
Paler_et_al_2021,2021,104,104q,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Latridiidae ,Unknown,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.1,10,0.316227766,NA,0.1,10,0.316227766,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, Open, Year4, Latridiidae ",
Paler_et_al_2021,2021,104,104q,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Latridiidae ,Unknown,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0.1,10,0.316227766,NA,0.1,10,0.316227766,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, Open, Year4, Latridiidae ",
Paler_et_al_2021,2021,90,90s,2012,2012,1,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Elateridae ,Unknown,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.1,10,0.316227766,NA,0.1,10,0.316227766,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, Open, Year1, Elateridae ",
Paler_et_al_2021,2021,90,90s,2012,2012,1,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Elateridae ,Unknown,NO,NO,NA,NO,NA,100,Added,CAN,1.11,0.2,10,0.421637021,NA,0.1,10,0.316227766,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, Open, Year1, Elateridae ",
Paler_et_al_2021,2021,91,91s,2012,2012,1,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Elateridae ,Unknown,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.6,10,0.699205899,NA,0.6,10,0.699205899,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year1, Elateridae ",
Paler_et_al_2021,2021,91,91s,2012,2012,1,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Elateridae ,Unknown,NO,NO,NA,NO,NA,100,Added,CAN,1.11,0.4,10,0.516397779,NA,0.6,10,0.699205899,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year1, Elateridae ",
Paler_et_al_2021,2021,94,94s,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Elateridae ,Unknown,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.2,10,0.421637021,NA,0.2,10,0.421637021,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, Open, Year3, Elateridae ",
Paler_et_al_2021,2021,94,94s,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Elateridae ,Unknown,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0.1,10,0.316227766,NA,0.2,10,0.421637021,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, Open, Year3, Elateridae ",
Paler_et_al_2021,2021,95,95s,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Elateridae ,Unknown,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.1,10,0.316227766,NA,0.1,10,0.316227766,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year3, Elateridae ",
Paler_et_al_2021,2021,95,95s,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Elateridae ,Unknown,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0.3,10,0.483045892,NA,0.1,10,0.316227766,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year3, Elateridae ",
Paler_et_al_2021,2021,96,96s,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Elateridae ,Unknown,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.2,10,0.421637021,NA,0.2,10,0.421637021,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, Open, Year4, Elateridae ",
Paler_et_al_2021,2021,96,96s,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Elateridae ,Unknown,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0.1,10,0.316227766,NA,0.2,10,0.421637021,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, Open, Year4, Elateridae ",
Paler_et_al_2021,2021,97,97s,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Elateridae ,Unknown,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.2,10,0.421637021,NA,0.2,10,0.421637021,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year4, Elateridae ",
Paler_et_al_2021,2021,97,97s,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Elateridae ,Unknown,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0.4,10,0.516397779,NA,0.2,10,0.421637021,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year4, Elateridae ",
Paler_et_al_2021,2021,102,102s,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Elateridae ,Unknown,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.1,10,0.316227766,NA,0.1,10,0.316227766,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, Open, Year3, Elateridae ",
Paler_et_al_2021,2021,102,102s,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Elateridae ,Unknown,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0,10,0,NA,0.1,10,0.316227766,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, Open, Year3, Elateridae ",
Paler_et_al_2021,2021,93,93t,2012,2013,2,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0,10,0,NA,0,10,0,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year2, Coccinelidae ",
Paler_et_al_2021,2021,93,93t,2012,2013,2,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,100,Added,CAN,1.11,0.1,10,0.316227766,NA,0,10,0,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year2, Coccinelidae ",
Paler_et_al_2021,2021,94,94t,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.2,10,0.421637021,NA,0.2,10,0.421637021,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, Open, Year3, Coccinelidae ",
Paler_et_al_2021,2021,94,94t,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0,10,0,NA,0.2,10,0.421637021,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, Open, Year3, Coccinelidae ",
Paler_et_al_2021,2021,95,95t,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.2,10,0.421637021,NA,0.2,10,0.421637021,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year3, Coccinelidae ",
Paler_et_al_2021,2021,95,95t,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0.1,10,0.316227766,NA,0.2,10,0.421637021,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year3, Coccinelidae ",
Paler_et_al_2021,2021,96,96t,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.1,10,0.316227766,NA,0.1,10,0.316227766,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, Open, Year4, Coccinelidae ",
Paler_et_al_2021,2021,96,96t,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0.1,10,0.316227766,NA,0.1,10,0.316227766,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, Open, Year4, Coccinelidae ",
Paler_et_al_2021,2021,97,97t,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.9,10,0.875595036,NA,0.9,10,0.875595036,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year4, Coccinelidae ",
Paler_et_al_2021,2021,97,97t,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,25,Added,CAN,1.11,1,10,0.816496581,NA,0.9,10,0.875595036,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, OTC, Year4, Coccinelidae ",
Paler_et_al_2021,2021,101,101t,2012,2013,2,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0,10,0,NA,0,10,0,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, OTC, Year2, Coccinelidae ",
Paler_et_al_2021,2021,101,101t,2012,2013,2,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,100,Added,CAN,1.11,0.1,10,0.316227766,NA,0,10,0,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, OTC, Year2, Coccinelidae ",
Paler_et_al_2021,2021,102,102t,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.1,10,0.316227766,NA,0.1,10,0.316227766,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, Open, Year3, Coccinelidae ",
Paler_et_al_2021,2021,102,102t,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0,10,0,NA,0.1,10,0.316227766,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, Open, Year3, Coccinelidae ",
Paler_et_al_2021,2021,103,103t,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.4,10,0.516397779,NA,0.4,10,0.516397779,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, OTC, Year3, Coccinelidae ",
Paler_et_al_2021,2021,103,103t,2012,2014,3,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0.1,10,0.316227766,NA,0.4,10,0.516397779,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, OTC, Year3, Coccinelidae ",
Paler_et_al_2021,2021,104,104t,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0,10,0,NA,0,10,0,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, Open, Year4, Coccinelidae ",
Paler_et_al_2021,2021,104,104t,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0.2,10,0.632455532,NA,0,10,0,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, Open, Year4, Coccinelidae ",
Paler_et_al_2021,2021,105,105t,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.5,10,0.527046277,NA,0.5,10,0.527046277,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, OTC, Year4, Coccinelidae ",
Paler_et_al_2021,2021,105,105t,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_high,-45.28,167.6383,500,Arthropoda,Insecta,Coleoptera,Coccinelidae ,Predator,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0.7,10,0.674948558,NA,0.5,10,0.527046277,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteT, OTC, Year4, Coccinelidae ",
Paler_et_al_2021,2021,96,96u,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Melandryidae ,Fungi,NO,NO,NA,NO,NA,0,Added,CAN,1.11,0.1,10,0.316227766,NA,0.1,10,0.316227766,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, Open, Year4, Melandryidae ",
Paler_et_al_2021,2021,96,96u,2012,2015,4,1,Oceania,New_Zealand,Takahe_valley_low,-45.2889,167.6592,500,Arthropoda,Insecta,Coleoptera,Melandryidae ,Fungi,NO,NO,NA,NO,NA,25,Added,CAN,1.11,0,10,0,NA,0.1,10,0.316227766,NA,From_Data,Pitfall traps,Individuals,1.00,1.00,NA,Alpine_grassland,Alpine_grassland,NA,2500,NA,NA,NA,Y,Y,Melinda,1,1,1,3,Raw,"SiteR, Open, Year4, Melandryidae ",
