"Source","Source_Year","Study","Control_ID","Study_Year_Initial","Study_Year_Final","Duration_Years","Collection_Periods","Continent","Country","Site_Name","Latitude","Longitude","Location_Uncertainty","Phylum","Class","Order","Family","Genus","Species","Binomial","Feeding_Guild","Aggregated_Study","Soil_Fauna","Soil_Depth","Pest","Nitrogen_Deposited","Nitrogen_Added","N_Added_Deposited","Fertilizer_Type","Plot_Size","Treatment_Mean","Treatment_N","Treatment_SD","Treatment_SE","Control_Mean","Control_N","Control_SD","Control_SE","SD_Estimated","Sampling_Method","Unit_Measurement","Treatment_ScalingConstant","Control_ScalingConstant","Biome","Vegetation_Type","Land_Use_Described","MAT","MAP","pH","P","K","Checked","Finished","Reviewer","Study_Quality_1","Study_Quality_2","Study_Quality_3","Study_Quality_Total","Data_Retrieved_From","Notes","ControlYN","Control_MeanCorrected","Treatment_MeanCorrected","Control_SDCorrected","Treatment_SDCorrected","Ratio","logRR_uncorrected","logRR","VAR_uncorrected","VAR"
"Liu_et_al_2020",2020,196,"196cy",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Heterocephalobus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,7.7,36,2,0.33,12.6,36,4.1,0.68,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",12.6,7.7,4.1,2,0.611111111111111,-0.492476485097794,-0.493010069701244,0.00481522490300749,0.00482130621325317
"Liu_et_al_2020",2020,196,"196cy",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Heterocephalobus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,4.9,36,1.6,0.27,12.6,36,4.1,0.68,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",12.6,4.9,4.1,1.6,0.388888888888889,-0.944461608840851,-0.944451342913703,0.00590292596420444,0.00591163720332842
"Liu_et_al_2020",2020,196,"196cz",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Chambersiellidae","Macrolaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.5,36,0.5,0.08,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.0277777777777778,0.5,0.00144111585016345,0.5,18,2.89037175789616,2.90422326411697,0.0278525431139471,0.0282383483780106
"Liu_et_al_2020",2020,196,"196da",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Monhysterida","Monhysteridae","Monhystera",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,1.1,36,0.4,0.07,1.1,36,0.4,0.07,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",1.1,1.1,0.4,0.4,1,0,0,0.00734618916437098,0.00735968078818066
"Liu_et_al_2020",2020,196,"196da",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Monhysterida","Monhysteridae","Monhystera",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.6,36,0.3,0.05,1.1,36,0.4,0.07,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",1.1,0.6,0.4,0.3,0.545454545454545,-0.606135803570316,-0.604500128639186,0.0106175390266299,0.0106483974928558
"Liu_et_al_2020",2020,196,"196da",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Monhysterida","Monhysteridae","Monhystera",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.6,36,0.4,0.07,1.1,36,0.4,0.07,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",1.1,0.6,0.4,0.4,0.545454545454545,-0.606135803570316,-0.601799511355235,0.0160187735945312,0.0161017273015739
"Liu_et_al_2020",2020,196,"196da",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Monhysterida","Monhysteridae","Monhystera",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.3,36,0.2,0.03,1.1,36,0.4,0.07,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",1.1,0.3,0.4,0.2,0.272727272727273,-1.29928298413026,-1.29494669191518,0.0160187735945312,0.0161017273015739
"Liu_et_al_2020",2020,196,"196db",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Plectidae","Plectus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,3,36,1.1,0.18,2.1,36,0.7,0.12,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",2.1,3,0.7,1.1,1.42857142857143,0.356674943938732,0.356999018012806,0.00682098765432099,0.00683272414647158
"Liu_et_al_2020",2020,196,"196db",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Plectidae","Plectus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,2.8,36,0.8,0.13,2.1,36,0.7,0.12,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",2.1,2.8,0.7,0.8,1.33333333333333,0.287682072451781,0.28727264942331,0.00535399344923155,0.00536132738791139
"Liu_et_al_2020",2020,196,"196db",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Plectidae","Plectus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,1.3,36,0.4,0.07,2.1,36,0.7,0.12,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",2.1,1.3,0.7,0.4,0.619047619047619,-0.479573080261886,-0.479801365746582,0.00571626853678136,0.00572448958254003
"Liu_et_al_2020",2020,196,"196db",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Plectidae","Plectus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,1.9,36,0.7,0.12,2.1,36,0.7,0.12,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",2.1,1.9,0.7,0.7,0.904761904761905,-0.100083458556983,-0.0997414729887736,0.00685681064259088,0.00686868155976683
"Liu_et_al_2020",2020,196,"196dc",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Plectidae","Wilsonema",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,6.5,36,2,0.33,12.5,36,6.1,1.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",12.5,6.5,6.1,2,0.52,-0.653926467406664,-0.655919098570372,0.00924495989480605,0.00927029779462477
"Liu_et_al_2020",2020,196,"196dc",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Plectidae","Wilsonema",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,11.6,36,4.8,0.8,12.5,36,6.1,1.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",12.5,11.6,6.1,4.8,0.928,-0.0747235461959365,-0.0756529804673066,0.0113713536794821,0.0114045444486729
"Liu_et_al_2020",2020,196,"196dc",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Plectidae","Wilsonema",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,6.1,36,1.5,0.25,12.5,36,6.1,1.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",12.5,6.1,6.1,1.5,0.488,-0.71743987312899,-0.719907600681321,0.00829476711756099,0.00831805758721716
"Liu_et_al_2020",2020,196,"196dc",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Plectidae","Wilsonema",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,8.5,36,3.2,0.53,12.5,36,6.1,1.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",12.5,8.5,6.1,3.2,0.68,-0.385662480811985,-0.387001562703565,0.0105520584390619,0.0105816880636996
"Liu_et_al_2020",2020,196,"196dd",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Aphanolaimidae","Aphanolaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.1,36,0.1,0.02,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.0277777777777778,0.1,0.00144111585016345,0.1,3.6,1.28093384546206,1.29478535168287,0.0278525431139471,0.0282383483780106
"Liu_et_al_2020",2020,196,"196dd",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Aphanolaimidae","Aphanolaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.1,36,0.1,0.02,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.0277777777777778,0.1,0.00144111585016345,0.1,3.6,1.28093384546206,1.29478535168287,0.0278525431139471,0.0282383483780106
"Liu_et_al_2020",2020,196,"196dd",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Plectida","Aphanolaimidae","Aphanolaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.2,36,0.2,0.03,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.0277777777777778,0.2,0.00144111585016345,0.2,7.2,1.97408102602201,1.98793253224281,0.0278525431139471,0.0282383483780106
"Liu_et_al_2020",2020,196,"196de",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Teratocephalidae","Metateratocephalus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.1,36,0.1,0.02,0,36,0,0,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.0277777777777778,0.1,0.00144111585016345,0.1,3.6,1.28093384546206,1.29478535168287,0.0278525431139471,0.0282383483780106
"Liu_et_al_2020",2020,196,"196df",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Desmodorida","Microlaimidae","Microlaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0,36,0,0,0.3,36,0.3,0.05,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.3,0.0277777777777778,0.3,0.00187616623444989,0.0925925925925926,-2.37954613413017,-2.39337166302376,0.0279044977683922,0.028290308266506
"Liu_et_al_2020",2020,196,"196df",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Desmodorida","Microlaimidae","Microlaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0,36,0,0,0.3,36,0.3,0.05,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.3,0.0277777777777778,0.3,0.00187616623444989,0.0925925925925926,-2.37954613413017,-2.39337166302376,0.0279044977683922,0.028290308266506
"Liu_et_al_2020",2020,196,"196df",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Desmodorida","Microlaimidae","Microlaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.1,36,0.1,0.02,0.3,36,0.3,0.05,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",0.3,0.1,0.3,0.1,0.333333333333333,-1.09861228866811,-1.09861228866811,0.0555555555555556,0.0563271604938272
"Liu_et_al_2020",2020,196,"196df",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Desmodorida","Microlaimidae","Microlaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0,36,0,0,0.3,36,0.3,0.05,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.3,0.0277777777777778,0.3,0.00187616623444989,0.0925925925925926,-2.37954613413017,-2.39337166302376,0.0279044977683922,0.028290308266506
"Liu_et_al_2020",2020,196,"196dg",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Prismatolaimidae","Prismatolaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,10,36,3.2,0.53,8.1,36,2,0.33,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",8.1,10,2,3.2,1.23456790123457,0.210721031315653,0.211296499147453,0.00453795322528747,0.00454343264338164
"Liu_et_al_2020",2020,196,"196dg",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Prismatolaimidae","Prismatolaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,5,36,2.2,0.37,8.1,36,2,0.33,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",8.1,5,2,2.2,0.617283950617284,-0.482426149244293,-0.480584014745825,0.00707128655862081,0.00708718079152978
"Liu_et_al_2020",2020,196,"196dg",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Prismatolaimidae","Prismatolaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,2.9,36,1,0.17,8.1,36,2,0.33,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",8.1,2.9,2,1,0.358024691358025,-1.02715332468596,-1.02634860596237,0.00499645500887844,0.00500334372176648
"Liu_et_al_2020",2020,196,"196dg",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Triplonchida","Prismatolaimidae","Prismatolaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,8,36,3.5,0.58,8.1,36,2,0.33,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",8.1,8,2,3.5,0.987654320987654,-0.0124225199985571,-0.0106108542500897,0.00701034905862081,0.0070259174398859
"Liu_et_al_2020",2020,196,"196dh",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Desmodorida","Microlaimidae","Prodesmodora",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.8,36,0.3,0.05,1.7,36,0.8,0.13,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",1.7,0.8,0.8,0.3,0.470588235294118,-0.75377180237638,-0.754894417476342,0.0100577301999231,0.0100842799487794
"Liu_et_al_2020",2020,196,"196dh",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Desmodorida","Microlaimidae","Prodesmodora",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,2.4,36,1.5,0.25,1.7,36,0.8,0.13,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",1.7,2.4,0.8,1.5,1.41176470588235,0.34484048629173,0.34719009341399,0.0170021746443676,0.0170799637836559
"Liu_et_al_2020",2020,196,"196dh",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Desmodorida","Microlaimidae","Prodesmodora",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.7,36,0.3,0.05,1.7,36,0.8,0.13,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",1.7,0.7,0.8,0.3,0.411764705882353,-0.887303195000903,-0.887827914692701,0.0112535210162496,0.0112854567808204
"Liu_et_al_2020",2020,196,"196dh",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Desmodorida","Microlaimidae","Prodesmodora",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,1.6,36,1.1,0.18,1.7,36,0.8,0.13,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",1.7,1.6,0.8,1.1,0.941176470588235,-0.0606246218164347,-0.0571356917775074,0.0192808204777009,0.0193859306200907
"Liu_et_al_2020",2020,196,"196di",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Enoplida","Rhabdolaimidae","Rhabdolaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.6,36,0.5,0.08,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.1,0.6,0.1,0.5,6,1.79175946922805,1.78751564206756,0.0470679012345679,0.0476397581351928
"Liu_et_al_2020",2020,196,"196di",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Enoplida","Rhabdolaimidae","Rhabdolaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.1,36,0.1,0.02,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.1,0.1,0.1,0.1,1,0,0,0.0555555555555556,0.0563271604938272
"Liu_et_al_2020",2020,196,"196di",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Enoplida","Rhabdolaimidae","Rhabdolaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.1,36,0.1,0.02,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",0.1,0.1,0.1,0.1,1,0,0,0.0555555555555556,0.0563271604938272
"Liu_et_al_2020",2020,196,"196di",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Enoplea","Enoplida","Rhabdolaimidae","Rhabdolaimus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.3,36,0.2,0.03,0.1,36,0.1,0.02,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.1,0.3,0.1,0.2,3,1.09861228866811,1.09089623928539,0.0401234567901235,0.0405854671543972
"Liu_et_al_2020",2020,196,"196dj",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Teratocephalidae","Teratocephalus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.7,36,0.4,0.07,0.2,36,0.2,0.03,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN25","Treatment",0.2,0.7,0.2,0.4,3.5,1.25276296849537,1.24340922699877,0.0368480725623583,0.0372750101552337
"Liu_et_al_2020",2020,196,"196dj",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Teratocephalidae","Teratocephalus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.2,36,0.2,0.03,0.2,36,0.2,0.03,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","CAN50","Treatment",0.2,0.2,0.2,0.2,1,0,0,0.0555555555555556,0.0563271604938272
"Liu_et_al_2020",2020,196,"196dj",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Teratocephalidae","Teratocephalus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",25,"Added","NH4NO3",400,0.1,36,0.1,0.02,0.2,36,0.2,0.03,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN25","Treatment",0.2,0.1,0.2,0.1,0.5,-0.693147180559945,-0.693147180559945,0.0555555555555556,0.0563271604938272
"Liu_et_al_2020",2020,196,"196dj",2013,2016,4,9,"Asia","China","Jigongshan (JGS) National Nature Reserve",31.766767,114.0166882,2000,"Nematoda","Chromadorea","Rhabditida","Teratocephalidae","Teratocephalus",NA,NA,"Bacterivore","NO","YES","10-20","NO","19.6",50,"Added","NH4NO3",400,0.2,36,0.2,0.03,0.2,36,0.2,0.03,"FromSE","Soil cores","Individuals/100 gr soil",0.5,0.5,NA,"Temperate_Forest",NA,"15.20","1119.00","4.2",NA,NA,"Y","Y","Juan",1,1,1,3,"Table S3","UAN50","Treatment",0.2,0.2,0.2,0.2,1,0,0,0.0555555555555556,0.0563271604938272
