Source,Source_Year,Study,Control_ID,Study_Year_Initial,Study_Year_Final,Duration_Years,Collection_Periods,Continent,Country,Site_Name,Latitude,Longitude,Location_Uncertainty,Phylum,Class,Order,Family,Genus,Species,Binomial,Feeding_Guild,Aggregated_Study,Soil_Fauna,Soil_Depth,Pest,Nitrogen_Deposited,Nitrogen_Added,N_Added_Deposited,Fertilizer_Type,Plot_Size,Treatment_Mean,Treatment_N,Treatment_SD,Treatment_SE,Control_Mean,Control_N,Control_SD,Control_SE,SD_Estimated,Sampling_Method,Unit_Measurement,Treatment_ScalingConstant,Control_ScalingConstant,Biome,Vegetation_Type,Land_Use_Described,MAT,MAP,pH,P,K,Checked,Finished,Reviewer,Study_Quality_1,Study_Quality_2,Study_Quality_3,Study_Quality_Total,Data_Retrieved_From,Notes
Lindberg_and_Persson_2004,2004,321,321i,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Eulohmanniidae,Eulohmannia,ribagai,Eulohmannia_ribagai,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,140.00,4.00,280.00,140.00,140.00,4.00,280.00,140.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321j,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Crotoniidae,Heminothrus,paolianus,Heminothrus_paolianus,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,50.00,4.00,100.00,50.00,50.00,4.00,100.00,50.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321k,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Crotoniidae,Heminothrus,humicolus,Heminothrus_humicolus,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,12.00,4.00,24.00,12.00,12.00,4.00,24.00,12.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321l,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Nothridae,Nothrus,silvestris,Nothrus_silvestris,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,200.00,4.00,240.00,120.00,200.00,4.00,240.00,120.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321m,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Crotoniidae,Camisia,biurus,Camisia_biurus,Herbivore/Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,150.00,4.00,148.00,74.00,150.00,4.00,148.00,74.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321n,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Crotoniidae,Camisia,spinifer,Camisia_spinifer,Herbivore/Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321o,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Crotoniidae,Camisia,solhoeyi,Camisia_solhoeyi,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321p,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Crotoniidae,Heminothrus,peltifer,Heminothrus_peltifer,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321q,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Crotoniidae,Heminothrus,capillatus,Heminothrus_capillatus,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321r,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Nanhermanniidae,Nanhermannia,sellnicki,Nanhermannia_sellnicki,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,3700.00,4.00,5000.00,2500.00,3700.00,4.00,5000.00,2500.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321s,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Damaeidae,Porobelba,spinosa,Porobelba_spinosa,Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,12.00,4.00,24.00,12.00,12.00,4.00,24.00,12.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321t,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Damaeidae,Belba,compta,Belba_compta,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321u,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Compactozetidae,Cepheus,cepheiformis,Cepheus_cepheiformis,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,12.00,4.00,24.00,12.00,12.00,4.00,24.00,12.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321v,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Compactozetidae,Tritegeus,bisulcatus,Tritegeus_bisulcatus,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321w,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Liacaridae,Adoristes,ovatus,Adoristes_ovatus,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,100.00,4.00,168.00,84.00,100.00,4.00,168.00,84.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321x,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Liacaridae,Liacarus,subterraneus,Liacarus_subterraneus,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,38.00,4.00,76.00,38.00,38.00,4.00,76.00,38.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321y,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Ceratoppiidae,Ceratoppia,bipilis,Ceratoppia_bipilis,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321z,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Carabodidae,Carabodes,tenuis,Carabodes_tenuis,Herbivore/Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,25.00,4.00,28.00,14.00,25.00,4.00,28.00,14.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321aa,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Carabodidae,Carabodes,marginatus,Carabodes_marginatus,Herbivore/Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,4100.00,4.00,4400.00,2200.00,4100.00,4.00,4400.00,2200.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321ab,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Carabodidae,Carabodes,forsslundi,Carabodes_forsslundi,Herbivore/Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,290.00,4.00,240.00,120.00,290.00,4.00,240.00,120.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321ac,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Carabodidae,Carabodes,subarcticus,Carabodes_subarcticus,Herbivore/Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,3700.00,4.00,3000.00,1500.00,3700.00,4.00,3000.00,1500.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321ad,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Carabodidae,Carabodes,labyrinthicus,Carabodes_labyrinthicus,Herbivore/Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,930.00,4.00,1560.00,780.00,930.00,4.00,1560.00,780.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321ae,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Carabodidae,Carabodes,femoralis,Carabodes_femoralis,Herbivore/Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,4200.00,4.00,4400.00,2200.00,4200.00,4.00,4400.00,2200.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321af,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Tectocepheidae,Tectocepheus,velatus,Tectocepheus_velatus,Herbivore/Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,4200.00,4.00,2400.00,1200.00,4200.00,4.00,2400.00,1200.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321ag,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Caleremaeidae,Caleremaeus,monilipes,Caleremaeus_monilipes,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321ah,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Suctobelbidae,Suctobelbella,NA,NA,Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,2800.00,4.00,3200.00,1600.00,2800.00,4.00,3200.00,1600.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321ai,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Quadroppiidae,Quadroppia,quadricarinata,Quadroppia_quadricarinata,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,600.00,4.00,1200.00,600.00,600.00,4.00,1200.00,600.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321aj,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Lauroppia,maritima,Lauroppia_maritima,Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,100.00,4.00,200.00,100.00,100.00,4.00,200.00,100.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321ak,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Oppiella,nova,Oppiella_nova,Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,47100.00,4.00,8040.00,4020.00,47100.00,4.00,8040.00,4020.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321al,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Rhinoppia,subpectinata,Rhinoppia_subpectinata,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,1300.00,4.00,900.00,450.00,1300.00,4.00,900.00,450.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321am,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,Dissorhina,ornata,Dissorhina_ornata,Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,50.00,4.00,100.00,50.00,50.00,4.00,100.00,50.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321an,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,NA,NA,NA,Herbivore/Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,1200.00,4.00,1220.00,610.00,1200.00,4.00,1220.00,610.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321ao,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Oppiidae,NA,NA,NA,Herbivore/Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,100.00,4.00,200.00,100.00,100.00,4.00,200.00,100.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321ap,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Oribatulidae,Oribatula,tibialis,Oribatula_tibialis,Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,75.00,4.00,150.00,75.00,75.00,4.00,150.00,75.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321aq,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Oribatulidae,Phauloppia,rauschenensis,Phauloppia_rauschenensis,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321ar,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Scheloribatidae,Scheloribates,pallidulus,Scheloribates_pallidulus,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321as,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Hemileiidae,Hemileius,initialis,Hemileius_initialis,Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,1800.00,4.00,640.00,320.00,1800.00,4.00,640.00,320.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321at,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Chamobatidae,Chamobates ,borealis,Chamobates _borealis,Fungivore,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,3800.00,4.00,2200.00,1100.00,3800.00,4.00,2200.00,1100.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321au,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Chamobatidae,Chamobates,voigtsi,Chamobates_voigtsi,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321av,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Ceratozetidae,Ceratozetella,thienemanni,Ceratozetella_thienemanni,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,4200.00,4.00,1840.00,920.00,4200.00,4.00,1840.00,920.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
Lindberg_and_Persson_2004,2004,321,321aw,1986,1999,14,1,Europe,Sweden,Flakaliden,64.116667,19.45,2000,Arthropoda,Arachnida,Sarcoptiformes,Ceratozetidae,Edwardzetes,edwardsi,Edwardzetes_edwardsi,Unknown,NO,YES,2-8,NO,NA,0.00,Added,NH4NO3,2500,860.00,4.00,1400.00,700.00,860.00,4.00,1400.00,700.00,FromSE,Tullgren dry funnels,Individuals/m2,0.02,0.02,NA,Typical Swedish forest with moss and field layer,Forest land,2.85,590,NA,NA,NA,Y,Y,Kathi,1,1,1,3,Table 3,"Two subsamples of 100cm2 were taken, so the scaling factor for the 0s is 200cm2 to m2=0.02"
